Volume,vw,Open,Close,High,Low,timestamp,n
80419.690616,122.5436,122.44,122.77,122.77,122.38,2026-07-31 13:56:00,1063
63579.275322,122.7571,122.775,122.6,122.89,122.541,2026-07-31 13:57:00,918
54319.080119,122.615,122.615,122.5,122.7051,122.46,2026-07-31 13:58:00,716
43382.633444,122.5502,122.5,122.485,122.65,122.47,2026-07-31 13:59:00,763
75572.43576,122.3472,122.47,122.205,122.5999,122.15,2026-07-31 14:00:00,1204
69268.648899,122.178,122.205,122.25,122.39,122.02,2026-07-31 14:01:00,1080
74357.780221,121.9469,122.23,122.0,122.25,121.765,2026-07-31 14:02:00,1467
63918.748471,121.8253,122.04,121.76,122.115,121.6,2026-07-31 14:03:00,1032
62746.584865,121.6315,121.75,121.575,121.8399,121.4532,2026-07-31 14:04:00,1090
66682.318836,121.5994,121.57,121.66,121.725,121.49,2026-07-31 14:05:00,1389
61726.857754,121.6277,121.65,121.48,121.79,121.4401,2026-07-31 14:06:00,1457
87647.521246,121.3138,121.48,121.44,121.5,121.15,2026-07-31 14:07:00,1978
110032.735926,121.1249,121.46,121.12,121.475,120.93,2026-07-31 14:08:00,2266
88136.558445,121.2186,121.135,121.34,121.38,121.09,2026-07-31 14:09:00,2080
49502.188838,121.2285,121.3299,121.15,121.4275,121.03,2026-07-31 14:10:00,1167
46428.968223,121.1732,121.13,121.18,121.35,121.04,2026-07-31 14:11:00,1092
63887.161057,121.2243,121.15,121.045,121.38,121.045,2026-07-31 14:12:00,1090
76693.314277,121.0375,121.0699,120.995,121.12,120.9153,2026-07-31 14:13:00,1478
83471.118291,120.8727,120.97,120.95,120.99,120.74,2026-07-31 14:14:00,1641
98368.256291,120.5878,120.95,120.41,120.95,120.3801,2026-07-31 14:15:00,2233
246683.686993,120.0733,120.41,120.3399,120.41,119.875,2026-07-31 14:16:00,4867
115203.165857,120.2584,120.3,120.18,120.53,120.01,2026-07-31 14:17:00,1675
72031.377376,120.2088,120.175,120.1101,120.3687,120.06,2026-07-31 14:18:00,1328
120048.738659,120.1983,120.2199,120.16,120.39,120.0,2026-07-31 14:19:00,2068
81468.175573,120.364,120.12,120.5,120.555,120.07,2026-07-31 14:20:00,1242
130342.766192,120.4015,120.515,120.42,120.63,120.22,2026-07-31 14:21:00,1724
78849.946542,120.6109,120.455,120.618,120.7395,120.44,2026-07-31 14:22:00,1264
85848.297833,120.4032,120.62,120.26,120.64,120.2001,2026-07-31 14:23:00,1507
109297.627607,120.0293,120.29,120.02,120.29,119.87,2026-07-31 14:24:00,1995
54684.719389,120.0256,120.05,119.9711,120.16,119.88,2026-07-31 14:25:00,1247
92537.148767,119.9683,120.045,120.045,120.11,119.79,2026-07-31 14:26:00,1706
57065.611198,120.1881,120.02,120.46,120.5599,119.9201,2026-07-31 14:27:00,1147
91943.747477,120.5425,120.46,120.6,120.64,120.41,2026-07-31 14:28:00,1207
82370.924974,120.5204,120.595,120.48,120.6394,120.4201,2026-07-31 14:29:00,1375
94741.968978,120.4236,120.56,120.5897,120.6,120.31,2026-07-31 14:30:00,1193
77461.725484,120.6414,120.54,120.65,120.799,120.5,2026-07-31 14:31:00,1242
68560.027646,120.5246,120.665,120.5,120.665,120.34,2026-07-31 14:32:00,1347
44971.747464,120.3989,120.5,120.335,120.609,120.25,2026-07-31 14:33:00,1098
40412.326449,120.2181,120.32,120.15,120.32,120.1105,2026-07-31 14:34:00,999
48353.951928,120.2378,120.155,120.31,120.37,120.1,2026-07-31 14:35:00,1134
49564.492379,120.2836,120.34,120.33,120.38,120.2,2026-07-31 14:36:00,881
46731.42776,120.3023,120.3276,120.3,120.39,120.25,2026-07-31 14:37:00,965
44641.001073,120.2922,120.295,120.315,120.38,120.24,2026-07-31 14:38:00,984
41918.599393,120.2488,120.27,120.25,120.34,120.19,2026-07-31 14:39:00,1019
52956.281276,120.3579,120.25,120.33,120.445,120.22,2026-07-31 14:40:00,974
92884.688767,120.1244,120.36,119.981,120.39,119.981,2026-07-31 14:41:00,1691
150321.284984,119.8344,119.9977,119.96,120.0,119.62,2026-07-31 14:42:00,2246
83988.739272,119.986,119.9361,120.2311,120.2799,119.88,2026-07-31 14:43:00,1213
56275.880813,120.2438,120.28,120.29,120.35,120.14,2026-07-31 14:44:00,960
83171.715144,120.2551,120.26,120.21,120.35,120.19,2026-07-31 14:45:00,1281
41923.91417,120.2146,120.27,120.1259,120.3,120.12,2026-07-31 14:46:00,914
38972.119154,120.1893,120.09,120.17,120.25,120.08,2026-07-31 14:47:00,968
57878.279404,120.2853,120.19,120.355,120.4,120.14,2026-07-31 14:48:00,1213
79554.117064,120.4711,120.4,120.51,120.6,120.385,2026-07-31 14:49:00,1186
89632.511716,120.4614,120.5,120.41,120.57,120.35,2026-07-31 14:50:00,1241
36732.670028,120.4255,120.42,120.435,120.47,120.36,2026-07-31 14:51:00,783
41388.654531,120.3472,120.435,120.35,120.435,120.28,2026-07-31 14:52:00,1099
53180.53625,120.3726,120.34,120.445,120.46,120.31,2026-07-31 14:53:00,975
26853.36278,120.3688,120.445,120.3405,120.445,120.29,2026-07-31 14:54:00,790
26617.513789,120.3654,120.39,120.345,120.4363,120.29,2026-07-31 14:55:00,866
40585.597998,120.4091,120.345,120.4525,120.53,120.305,2026-07-31 14:56:00,842
53213.121967,120.4609,120.48,120.42,120.51,120.3601,2026-07-31 14:57:00,1020
30933.73169,120.409,120.39,120.43,120.48,120.32,2026-07-31 14:58:00,879
62688.931118,120.3562,120.44,120.32,120.44,120.3,2026-07-31 14:59:00,1263
72305.122022,120.3,120.3,120.26,120.38,120.211,2026-07-31 15:00:00,1378
81177.616841,120.2511,120.27,120.37,120.39,120.18,2026-07-31 15:01:00,1343
31559.278022,120.4407,120.37,120.43,120.545,120.34,2026-07-31 15:02:00,859
24294.574024,120.4394,120.43,120.475,120.5,120.39,2026-07-31 15:03:00,742
